,name,company,year,Price,kms_driven,fuel_type
3029,Maruti Suzuki Swift,Maruti,2016,375000,44000,Petrol
3030,Skoda Octavia Classic,Skoda,2016,375000,65000,Diesel
3031,Maruti Suzuki Omni,Maruti,2016,385000,160000,Diesel
3032,Chevrolet Beat Diesel,Chevrolet,2016,401919,56000,Diesel
3033,Tata Sumo Gold,Tata,2016,425000,75000,Diesel
3034,Hyundai Verna 1.6,Hyundai,2016,425000,42000,Diesel
3035,Tata Sumo Gold,Tata,2016,425000,75000,Diesel
3036,Mahindra Scorpio 2.6,Mahindra,2016,489999,56000,Diesel
3037,Maruti Suzuki Zen,Maruti,2016,495000,10544,Petrol
3038,Maruti Suzuki Swift,Maruti,2016,499999,64000,Petrol
3039,Mahindra Scorpio SLX,Mahindra,2016,500000,70000,Diesel
3040,Hyundai Grand i10,Hyundai,2016,500000,25000,Petrol
3041,Hyundai Elite i20,Hyundai,2016,501000,15000,Petrol
3042,Ford Ikon 1.6,Ford,2016,519000,50000,Petrol
3043,Toyota Innova 2.5,Toyota,2016,525000,147000,Diesel
3044,Nissan Sunny XL,Nissan,2016,569999,52000,Petrol
3045,Chevrolet Beat LT,Chevrolet,2016,575000,90001,Diesel
3046,Maruti Suzuki Alto,Maruti,2016,580000,21000,Petrol
3047,Maruti Suzuki Swift,Maruti,2016,855000,48006,Diesel
3048,Maruti Suzuki Swift,Maruti,2016,900000,48006,Diesel
3049,Maruti Suzuki Swift,Maruti,2016,1000000,48006,Diesel
3050,Toyota Innova 2.0,Toyota,2016,1065000,80000,Diesel
3051,Maruti Suzuki Swift,Maruti,2016,1150000,74000,Diesel
3052,Hyundai Elite i20,Hyundai,2016,1225000,22000,Petrol
3053,Mahindra XUV500 W10,Mahindra,2016,1599000,41000,Diesel
3054,Volkswagen Polo Trendline,Volkswagen,2016,1891111,25000,Diesel
3055,Toyota Etios Liva,Toyota,2016,1891111,85000,Diesel
3056,Mahindra TUV300 T4,Mahindra,2016,1891111,29500,Diesel
3057,Hyundai Elite i20,Hyundai,2016,1891111,30000,Petrol
3058,Hyundai Santro Xing,Hyundai,2016,1900000,57000,Petrol
3059,Maruti Suzuki Zen,Maruti,2017,1000000,60000,Petrol
3060,Maruti Suzuki Ciaz,Maruti,2017,190000,50000,Petrol
3061,Hyundai Eon Era,Hyundai,2017,180000,39700,Petrol
3062,Hyundai Elantra 1.8,Hyundai,2017,180000,65000,Petrol
3063,Maruti Suzuki Swift,Maruti,2017,549000,67000,Diesel
3064,Maruti Suzuki Zen,Maruti,2017,235000,46000,Petrol
3065,Hyundai Eon Era,Hyundai,2017,180000,38000,Petrol
3066,Hyundai Grand i10,Hyundai,2017,180000,27000,Petrol
3067,Hyundai Verna Fluidic,Hyundai,2017,220000,43000,Diesel
3068,Ford EcoSport Trend,Ford,2017,170000,47000,Petrol
3069,Hyundai i20 Magna,Hyundai,2017,200000,42000,Petrol
3070,Chevrolet Beat Diesel,Chevrolet,2017,200000,19336,Diesel
3071,Tata Indica eV2,Tata,2017,235000,60105,Diesel
3072,Jaguar XF 2.2,Jaguar,2017,489999,29000,Diesel
3073,Audi Q5 2.0,Audi,2017,350000,34000,Diesel
3074,BMW 3 Series,BMW,2017,489999,35000,Diesel
3075,Maruti Suzuki Swift,Maruti,2017,895000,22000,Petrol
3076,BMW X1 sDrive20d,BMW,2017,340000,41000,Diesel
3077,Maruti Suzuki S,Maruti,2017,699000,21000,Diesel
3078,Maruti Suzuki Ertiga,Maruti,2017,524999,48000,Diesel
3079,Maruti Suzuki Alto,Maruti,2017,244999,38000,Petrol
3080,Honda City SV,Honda,2017,150000,34000,Diesel
3081,Volkswagen Vento Comfortline,Volkswagen,2017,190000,45933,Petrol
3082,Honda City 1.5,Honda,2017,240000,68000,Petrol
3083,Audi A4 2.0,Audi,2017,450000,44000,Diesel
3084,Mahindra KUV100,Mahindra,2017,610000,35000,Diesel
3085,Tata Zest XE,Tata,2017,800000,102563,Diesel
3086,Mahindra XUV500 W8,Mahindra,2017,760000,28600,Diesel
3087,Maruti Suzuki Swift,Maruti,2017,750000,41800,Diesel
3088,Tata Sumo Gold,Tata,2017,488000,116000,Diesel
3089,Maruti Suzuki Swift,Maruti,2017,725000,59000,Petrol
3090,Mahindra Scorpio 2.6,Mahindra,2017,450000,58000,Diesel
3091,Maruti Suzuki Omni,Maruti,2017,400000,45000,Petrol
3092,Mitsubishi Pajero Sport,Mitsubishi,2017,375000,42590,Diesel
3093,Renault Duster,Renault,2017,580000,7400,Diesel
3094,Volkswagen Jetta Comfortline,Volkswagen,2017,280000,54500,Diesel
3095,Maruti Suzuki Ertiga,Maruti,2017,180000,200000,Diesel
3096,Audi A4 2.0,Audi,2017,360000,27000,Diesel
3097,Volvo S80 Summum,Volvo,2017,380000,42000,Diesel
3098,Toyota Corolla Altis,Toyota,2017,550000,29000,Petrol
3099,Mitsubishi Pajero Sport,Mitsubishi,2017,270000,37000,Diesel
3100,Chevrolet Beat LT,Chevrolet,2017,360000,36000,Petrol
3101,BMW X1,BMW,2017,650000,34000,Diesel
3102,Datsun Redi GO,Datsun,2017,270000,7000,Petrol
3103,Mercedes Benz C,Mercedes,2017,424999,76000,Diesel
3104,Mahindra Scorpio SLX,Mahindra,2017,430000,60000,Diesel
3105,Volkswagen Vento Comfortline,Volkswagen,2017,240000,95000,Diesel
3106,Tata Indigo CS,Tata,2017,300000,50000,Diesel
3107,Ford Figo Petrol,Ford,2017,400000,0,Petrol
3108,Honda City ZX,Honda,2017,599999,50000,Petrol
3109,Maruti Suzuki Wagon,Maruti,2017,225000,68000,Petrol
3110,Ford EcoSport Trend,Ford,2017,525000,16000,Petrol
3111,Maruti Suzuki Swift,Maruti,2017,290000,51000,Diesel
3112,Maruti Suzuki Omni,Maruti,2017,50500,56000,Petrol
3113,Maruti Suzuki Zen,Maruti,2017,60000,100000,Petrol
3114,Renault Duster RxL,Renault,2017,60000,36000,Petrol
3115,Maruti Suzuki Swift,Maruti,2017,65000,11523,Petrol
3116,Maruti Suzuki Baleno,Maruti,2017,70000,1000,Petrol
3117,Honda WR V,Honda,2017,80000,60000,Petrol
3118,Tata Indigo CS,Tata,2017,80000,85000,Diesel
3119,Renault Duster 110,Renault,2017,85000,38600,Diesel
3120,Mahindra Scorpio LX,Mahindra,2017,85000,95500,Diesel
3121,Maruti Suzuki Zen,Maruti,2017,85000,56000,Petrol
3122,Maruti Suzuki Wagon,Maruti,2017,88000,37458,Petrol
3123,Maruti Suzuki SX4,Maruti,2017,90000,85960,Diesel
3124,Audi A3 Cabriolet,Audi,2017,90001,12516,Petrol
3125,Hyundai Eon D,Hyundai,2017,98500,35000,Petrol
3126,Maruti Suzuki Zen,Maruti,2017,120000,0,Petrol
3127,Mahindra Scorpio SLX,Mahindra,2017,135000,80000,Diesel
3128,Hyundai Santro AE,Hyundai,2017,162000,45000,Petrol
3129,Maruti Suzuki Swift,Maruti,2017,185000,51000,Diesel
3130,Mahindra Scorpio S4,Mahindra,2017,195000,30000,Diesel
3131,Mahindra Xylo D2,Mahindra,2017,250000,48000,Diesel
3132,Hyundai Santro,Hyundai,2017,250000,51000,Petrol
3133,Chevrolet Beat LT,Chevrolet,2017,274999,90000,Diesel
3134,Maruti Suzuki Swift,Maruti,2017,284999,43000,Diesel
3135,Mahindra XUV500 W8,Mahindra,2017,285000,53000,Diesel
3136,Toyota Fortuner 3.0,Toyota,2017,289999,97000,Diesel
3137,Maruti Suzuki Alto,Maruti,2017,299999,20000,Petrol
3138,Hyundai Getz GLE,Hyundai,2017,315000,55000,Petrol
3139,Maruti Suzuki Swift,Maruti,2017,325000,120000,Diesel
3140,Hyundai Creta 1.6,Hyundai,2017,329500,0,Petrol
3141,Hyundai Santro Xing,Hyundai,2017,344999,46000,Petrol
3142,Hyundai Santro Xing,Hyundai,2017,350000,43200,Petrol
3143,Mahindra Xylo D2,Mahindra,2017,355000,56000,Diesel
3144,Hyundai Santro Xing,Hyundai,2017,372000,42000,Petrol
3145,Tata Indica V2,Tata,2017,374999,30600,Diesel
3146,Hyundai i10 Sportz,Hyundai,2017,390000,38000,Petrol
3147,Hyundai Grand i10,Hyundai,2017,400000,2550,Petrol
3148,Hyundai Santro Xing,Hyundai,2017,424999,47000,Petrol
3149,Honda City 1.5,Honda,2017,449999,41000,Petrol
3150,Nissan Micra XL,Nissan,2017,449999,62500,Diesel
3151,Honda City 1.5,Honda,2017,475000,68000,Petrol
3152,Maruti Suzuki Alto,Maruti,2017,485000,50000,Petrol
3153,Maruti Suzuki Wagon,Maruti,2017,525000,69000,Petrol
3154,Maruti Suzuki Ertiga,Maruti,2017,535000,48000,Diesel
3155,Tata Indica eV2,Tata,2017,560000,55000,Diesel
3156,Maruti Suzuki Omni,Maruti,2017,650000,25000,Petrol
3157,Hyundai Eon Era,Hyundai,2017,675000,28400,Petrol
3158,Hyundai Eon,Hyundai,2017,750000,28000,Petrol
3159,Maruti Suzuki Swift,Maruti,2017,800000,42000,Diesel
3160,Hyundai Verna 1.6,Hyundai,2017,849999,29000,Diesel
3161,Chevrolet Tavera LS,Chevrolet,2017,900000,68485,Diesel
3162,Tata Tiago Revotron,Tata,2017,944999,3500,Petrol
3163,Tata Tiago Revotorq,Tata,2017,1299000,0,Petrol
3164,Maruti Suzuki Zen,Maruti,2017,1725000,32000,Petrol
3165,Mahindra KUV100 K8,Mahindra,2018,689999,8000,Diesel
3166,Ford EcoSport Titanium,Ford,2018,200000,34000,Diesel
3167,Hindustan Motors Ambassador,Hindustan,2018,599999,37000,Petrol
3168,Ford Fusion 1.4,Ford,2018,310000,85455,Diesel
3169,Hyundai Santro Xing,Hyundai,2018,385000,46000,Petrol
3170,Hyundai Santro,Hyundai,2018,325000,47000,Petrol
3171,Fiat Linea Emotion,Fiat,2018,349999,64000,Petrol
3172,Ford Ikon 1.3,Ford,2018,689999,46000,Petrol
3173,Maruti Suzuki Omni,Maruti,2018,799999,8000,Petrol
3174,Tata Indica V2,Tata,2018,699000,64000,Diesel
3175,Mahindra Scorpio S4,Mahindra,2018,385000,63000,Diesel
3176,Hyundai Santro Xing,Hyundai,2018,600000,65000,Petrol
3177,Mahindra Xylo D2,Mahindra,2018,1000000,62000,Diesel
3178,Hyundai Grand i10,Hyundai,2018,395000,41000,Petrol
3179,Maruti Suzuki Alto,Maruti,2018,140000,14000,Petrol
3180,Toyota Corolla,Toyota,2018,480000,40000,Petrol
3181,Hyundai Eon Magna,Hyundai,2018,260000,1600,Petrol
3182,Tata Sumo Grande,Tata,2018,1299000,90000,Diesel
3183,Maruti Suzuki Swift,Maruti,2018,310000,58000,Diesel
3184,Volkswagen Polo Highline1.2L,Volkswagen,2018,290000,27000,Petrol
3185,Maruti Suzuki Alto,Maruti,2018,855000,60000,Petrol
3186,Tata Tiago Revotron,Tata,2018,450000,31000,Petrol
3187,Maruti Suzuki Swift,Maruti,2018,299999,90000,Diesel
3188,Maruti Suzuki Swift,Maruti,2018,690000,90000,Diesel
3189,Tata Indigo eCS,Tata,2018,280000,150000,Diesel
3190,Chevrolet Beat LS,Chevrolet,2018,430000,31000,Diesel
3191,Mahindra Xylo E8,Mahindra,2018,560000,43000,Diesel
3192,Hyundai Eon D,Hyundai,2018,260000,20000,Petrol
3193,Tata Sumo Gold,Tata,2018,510000,100000,Petrol
3194,Tata Nano,Tata,2018,260000,7000,Petrol
3195,Hyundai Elite i20,Hyundai,2018,70000,31000,Petrol
3196,Hyundai i10 Magna,Hyundai,2018,125000,33000,Petrol
3197,Hyundai Creta,Hyundai,2018,135000,60000,Diesel
3198,Volkswagen Polo,Volkswagen,2018,135000,48000,Diesel
3199,Maruti Suzuki Dzire,Maruti,2018,180000,33000,Petrol
3200,Tata Bolt XM,Tata,2018,210000,15000,Petrol
3201,Maruti Suzuki Alto,Maruti,2018,215000,47000,Petrol
3202,Maruti Suzuki Alto,Maruti,2018,215000,40000,Petrol
3203,Maruti Suzuki Ritz,Maruti,2018,240000,38000,Diesel
3204,Maruti Suzuki Alto,Maruti,2018,260000,12500,Petrol
3205,Maruti Suzuki Dzire,Maruti,2018,270000,42000,Petrol
3206,Hyundai i20 Asta,Hyundai,2018,284999,31000,Petrol
3207,Maruti Suzuki Swift,Maruti,2018,299999,60000,Diesel
3208,Tata Indica V2,Tata,2018,320000,80000,Diesel
3209,Mahindra Scorpio VLX,Mahindra,2018,330000,77000,Diesel
3210,Toyota Innova 2.5,Toyota,2018,344999,75000,Diesel
3211,Mahindra Xylo E8,Mahindra,2018,379000,40000,Diesel
3212,Hyundai i20 Magna,Hyundai,2018,399999,47000,Petrol
3213,Maruti Suzuki Omni,Maruti,2018,424000,60000,Petrol
3214,Mahindra KUV100,Mahindra,2018,450000,26500,Petrol
3215,Mahindra KUV100 K8,Mahindra,2018,465000,2875,Petrol
3216,Datsun Go Plus,Datsun,2018,525000,13900,Petrol
3217,Ford Endeavor 4x4,Ford,2018,550000,9000,Diesel
3218,Tata Indica V2,Tata,2018,575000,80000,Diesel
3219,Hyundai Santro Xing,Hyundai,2018,590000,60000,Petrol
3220,Maruti Suzuki Wagon,Maruti,2018,699000,20000,Petrol
3221,Maruti Suzuki Swift,Maruti,2018,701000,58000,Diesel
3222,Maruti Suzuki Alto,Maruti,2018,1499000,1500,Petrol
3223,Toyota Innova 2.5,Toyota,2018,1891111,75000,Diesel
3224,Maruti Suzuki Alto,Maruti,2019,1200000,2450,Petrol
3225,Maruti Suzuki Alto,Maruti,2019,390000,1625,Petrol
3226,Volkswagen Polo Highline1.2L,Volkswagen,2019,379000,45000,Petrol
3227,Mahindra Logan,Mahindra,2019,610000,65000,Diesel
3228,Maruti Suzuki 800,Maruti,2019,390000,33400,Petrol
3229,Mahindra Scorpio,Mahindra,2019,379000,60123,Diesel
3230,Chevrolet Sail 1.2,Chevrolet,2019,1200000,28000,Petrol
3231,Hyundai Santro AE,Hyundai,2019,650000,70000,Petrol
3232,Maruti Suzuki Wagon,Maruti,2019,370000,7000,Petrol
3233,Hyundai Eon,Hyundai,2019,900000,25000,Petrol
3234,Tata Manza,Tata,2019,265000,100000,Diesel
3235,Toyota Etios G,Toyota,2019,525000,42000,Petrol
3236,Hyundai Getz Prime,Hyundai,2019,1200000,20000,Petrol
3237,Toyota Qualis,Toyota,2019,568500,100000,Diesel
3238,Hyundai Santro Xing,Hyundai,2019,560000,137495,Petrol
3239,Tata Indica eV2,Tata,2019,2900000,91200,Diesel
3240,Honda City 1.5,Honda,2019,400000,55000,Petrol
3241,Tata Zest XE,Tata,2019,425000,120000,Diesel
3242,Mahindra Quanto C4,Mahindra,2019,99000,63000,Diesel
3243,Tata Indigo eCS,Tata,2019,175000,104000,Diesel
3244,Maruti Suzuki Swift,Maruti,2019,179999,146000,Diesel
3245,Hyundai Elite i20,Hyundai,2019,225000,40000,Petrol
3246,Hyundai i20 Select,Hyundai,2019,265000,40000,Petrol
3247,Chevrolet Tavera Neo,Chevrolet,2019,270000,100800,Diesel
3248,Maruti Suzuki Dzire,Maruti,2019,299999,150000,Diesel
3249,Hyundai Elite i20,Hyundai,2019,349999,2100,Petrol
3250,Honda City VX,Honda,2019,365000,95000,Petrol
3251,Maruti Suzuki Dzire,Maruti,2019,385000,2500,Diesel
3252,Hyundai Getz,Hyundai,2019,400000,80000,Petrol
3253,Mercedes Benz C,Mercedes,2019,560000,15000,Petrol
3254,Maruti Suzuki Alto,Maruti,2019,615000,65000,Petrol
3255,Maruti Suzuki Swift,Maruti,2019,699999,51000,Diesel
3256,Skoda Fabia,Skoda,2019,1025000,45000,Petrol
3257,Maruti Suzuki Ritz,Maruti,2019,1074999,50000,Petrol
3258,Tata Indica V2,Tata,2019,1200000,30000,Diesel
3259,Toyota Corolla Altis,Toyota,2019,1299000,132000,Petrol
3260,Hyundai Santro Xing,Hyundai,2007,8500003,35000,Petrol
3261,Mahindra Jeep CL550,Mahindra,2006,8500003,45000,Diesel
3262,Hyundai Grand i10,Hyundai,2014,8500003,70000,Petrol
3263,Ford EcoSport Titanium,Ford,2014,8500003,132000,Diesel
3264,Ford Figo,Ford,2012,3100000,12516,Diesel
3265,Hyundai Eon,Hyundai,2013,3100000,18000,Petrol
3266,Ford EcoSport Ambiente,Ford,2016,3100000,30000,Diesel
3267,Maruti Suzuki Alto,Maruti,2015,3100000,45000,Petrol
3268,Skoda Fabia Classic,Skoda,2010,2900000,9000,Petrol
3269,Maruti Suzuki Stingray,Maruti,2015,2900000,50000,Petrol
3270,Hyundai Elite i20,Hyundai,2014,2900000,55000,Petrol
3271,Mahindra Scorpio SLE,Mahindra,2015,2900000,91200,Diesel
3272,Hyundai Santro Xing,Hyundai,2007,2800000,8500,Petrol
3273,Mahindra Jeep CL550,Mahindra,2006,2800000,20000,Diesel
3274,Audi A8,Audi,2017,2800000,45000,Petrol
3275,Audi Q7,Audi,2014,2800000,72160,Diesel
3276,Mahindra Scorpio S10,Mahindra,2016,2390000,20000,Diesel
3277,Maruti Suzuki Alto,Maruti,2014,2390000,34000,Petrol
3278,Mahindra Scorpio S10,Mahindra,2016,2390000,51000,Diesel
3279,Mahindra Scorpio S10,Mahindra,2016,2390000,70000,Diesel
3280,Maruti Suzuki Alto,Maruti,2015,2190000,29000,Petrol
3281,Hyundai i20 Sportz,Hyundai,2012,2190000,45000,Petrol
3282,Hyundai i20 Sportz,Hyundai,2012,2190000,47000,Petrol
3283,Hyundai i20 Sportz,Hyundai,2012,2190000,65000,Petrol
3284,Maruti Suzuki Alto,Maruti,2017,2100000,15000,Petrol
3285,Maruti Suzuki Vitara,Maruti,2016,2100000,30000,Diesel
3286,Maruti Suzuki Alto,Maruti,2008,2100000,43200,Petrol
3287,Mahindra Bolero DI,Mahindra,2017,2100000,65000,Diesel
3288,Maruti Suzuki Swift,Maruti,2014,2000000,20000,Diesel
3289,Mahindra Scorpio S10,Mahindra,2015,2000000,37000,Diesel
3290,Maruti Suzuki Swift,Maruti,2017,2000000,37200,Petrol
3291,Maruti Suzuki Wagon,Maruti,2013,2000000,80000,Petrol
3292,Maruti Suzuki Wagon,Maruti,2013,1900000,2500,Petrol
3293,Toyota Innova 2.0,Toyota,2012,1900000,10000,Diesel
3294,Renault Lodgy 85,Renault,2018,1900000,44000,Diesel
3295,Skoda Yeti Ambition,Skoda,2012,1900000,57000,Diesel
3296,Maruti Suzuki Baleno,Maruti,2017,1891111,2100,Diesel
3297,Renault Duster 110,Renault,2012,1891111,2200,Diesel
3298,Renault Duster 85,Renault,2013,1891111,13000,Diesel
3299,Honda City 1.5,Honda,2011,1891111,13000,Petrol
3300,Maruti Suzuki Alto,Maruti,2015,1891111,13000,Petrol
3301,Maruti Suzuki Dzire,Maruti,2013,1891111,13000,Diesel
3302,Honda Amaze,Honda,2013,1891111,13000,Diesel
3303,Honda Amaze 1.5,Honda,2015,1891111,13000,Diesel
3304,Honda City,Honda,2015,1891111,13500,Petrol
3305,Datsun Redi GO,Datsun,2017,1891111,13500,Petrol
3306,Maruti Suzuki SX4,Maruti,2010,1891111,25000,Petrol
3307,Mitsubishi Pajero Sport,Mitsubishi,2015,1891111,29000,Diesel
3308,Mahindra Bolero DI,Mahindra,2017,1891111,29500,Diesel
3309,Maruti Suzuki Swift,Maruti,2014,1891111,30000,Diesel
3310,Mahindra Scorpio S10,Mahindra,2015,1891111,30600,Diesel
3311,Maruti Suzuki Swift,Maruti,2017,1891111,34000,Petrol
3312,Maruti Suzuki Wagon,Maruti,2013,1891111,37000,Petrol
3313,Maruti Suzuki Wagon,Maruti,2013,1891111,40000,Petrol
3314,Mahindra Scorpio S10,Mahindra,2015,1891111,40000,Diesel
3315,Maruti Suzuki Swift,Maruti,2017,1891111,40000,Petrol
3316,Honda City ZX,Honda,2017,1891111,41000,Diesel
3317,Maruti Suzuki Wagon,Maruti,2013,1891111,42000,Petrol
3318,Ford Figo,Ford,2012,1891111,46000,Diesel
3319,Hyundai Eon,Hyundai,2013,1891111,62000,Petrol
3320,Tata Indigo eCS,Tata,2017,1891111,65000,Diesel
3321,Ford EcoSport Ambiente,Ford,2016,1891111,75000,Diesel
3322,Tata Indigo eCS,Tata,2017,1891111,85000,Diesel
3323,Mahindra Scorpio SLE,Mahindra,2012,1891111,95000,Diesel
3324,Volkswagen Polo Highline,Volkswagen,2014,1891111,100800,Petrol
3325,Skoda Fabia Classic,Skoda,2010,1891111,104000,Petrol
3326,Maruti Suzuki Stingray,Maruti,2015,1891111,146000,Petrol
3327,Chevrolet Spark LS,Chevrolet,2010,1891111,150000,Petrol
3328,Renault Duster 110PS,Renault,2012,1850000,41000,Diesel
3329,Honda City,Honda,2015,1850000,41000,Petrol
3330,Mini Cooper S,Mini,2013,1850000,42000,Petrol
3331,Datsun Redi GO,Datsun,2017,1850000,63000,Petrol
3332,Skoda Fabia 1.2L,Skoda,2011,1725000,32000,Diesel
3333,Honda Amaze,Honda,2015,1725000,37000,Petrol
3334,Honda Amaze,Honda,2015,1725000,45000,Petrol
3335,Renault Duster,Renault,2014,1725000,120000,Diesel
3336,Mini Cooper S,Mini,2013,1600000,25000,Petrol
3337,Mahindra Scorpio S4,Mahindra,2015,1600000,35000,Diesel
3338,Mahindra Scorpio VLX,Mahindra,2014,1600000,55000,Diesel
3339,Mahindra Quanto C8,Mahindra,2013,1600000,175430,Diesel
3340,Ford EcoSport,Ford,2017,1599000,11500,Petrol
3341,Honda Brio,Honda,2012,1599000,41000,Petrol
3342,Volkswagen Vento Highline,Volkswagen,2019,1599000,75000,Diesel
3343,Hyundai i20 Magna,Hyundai,2009,1599000,91200,Petrol
3344,Toyota Corolla Altis,Toyota,2010,1540000,43222,Diesel
3345,Hyundai Verna Transform,Hyundai,2008,1540000,45000,Petrol
3346,Toyota Corolla Altis,Toyota,2009,1540000,68000,Petrol
3347,Honda City 1.5,Honda,2005,1540000,137495,Petrol
3348,Hyundai Elite i20,Hyundai,2014,1525000,20000,Petrol
3349,Skoda Fabia 1.2L,Skoda,2011,1525000,20000,Diesel
3350,BMW 3 Series,BMW,2011,1525000,24530,Petrol
3351,Maruti Suzuki A,Maruti,2011,1525000,45000,Petrol
3352,Toyota Etios GD,Toyota,2013,1525000,60000,Diesel
3353,Ford Figo Diesel,Ford,2012,1525000,100000,Diesel
3354,Maruti Suzuki Swift,Maruti,2014,1525000,120000,Petrol
3355,Chevrolet Beat LT,Chevrolet,2012,1525000,120000,Diesel
3356,BMW 7 Series,BMW,2009,1510000,26500,Petrol
3357,Mahindra XUV500 W8,Mahindra,2013,1510000,27000,Diesel
3358,Hyundai i10 Magna,Hyundai,2014,1510000,29685,Petrol
3359,Hyundai Verna Fluidic,Hyundai,2015,1510000,42000,Diesel
3360,Maruti Suzuki Swift,Maruti,2013,1500000,14000,Petrol
3361,Maruti Suzuki Ertiga,Maruti,2016,1500000,50000,Petrol
3362,Ford EcoSport Titanium,Ford,2014,1500000,100000,Diesel
3363,Maruti Suzuki Ertiga,Maruti,2016,1500000,100000,Petrol
3364,Maruti Suzuki Ertiga,Maruti,2013,1499000,1500,Diesel
3365,Maruti Suzuki Alto,Maruti,2012,1499000,7000,Petrol
3366,Hyundai Grand i10,Hyundai,2014,1499000,13900,Diesel
3367,Honda Amaze 1.2,Honda,2014,1499000,25000,Petrol
3368,Hyundai i20 Asta,Hyundai,2012,1499000,31000,Diesel
3369,Ford Figo Diesel,Ford,2014,1499000,37000,Diesel
3370,Maruti Suzuki Eeco,Maruti,2015,1499000,38500,Petrol
3371,Maruti Suzuki Ertiga,Maruti,2014,1499000,97000,Petrol
3372,Maruti Suzuki Esteem,Maruti,2007,1490000,22000,Petrol
3373,Maruti Suzuki Ritz,Maruti,2014,1490000,42590,Petrol
3374,Maruti Suzuki Dzire,Maruti,2009,1490000,70000,Petrol
3375,Maruti Suzuki Ritz,Maruti,2013,1490000,130000,Diesel
3376,Maruti Suzuki Swift,Maruti,2013,1475000,15000,Petrol
3377,Maruti Suzuki Dzire,Maruti,2015,1475000,28000,Diesel
3378,Toyota Etios Liva,Toyota,2014,1475000,45000,Petrol
3379,Hyundai i20 Sportz,Hyundai,2011,1475000,47000,Diesel
3380,Chevrolet Spark,Chevrolet,2012,1475000,47000,Petrol
3381,Maruti Suzuki Alto,Maruti,2017,1475000,50000,Petrol
3382,Nissan Micra XV,Nissan,2011,1475000,56000,Petrol
3383,Maruti Suzuki Swift,Maruti,2007,1475000,60123,Petrol
3384,Maruti Suzuki Alto,Maruti,2018,1400000,31000,Petrol
3385,Honda Amaze 1.5,Honda,2013,1400000,33400,Diesel
3386,Maruti Suzuki Alto,Maruti,2015,1400000,35550,Petrol
3387,Chevrolet Beat,Chevrolet,2015,1400000,60500,Petrol
3388,Honda City 1.5,Honda,2010,1350000,9400,Petrol
3389,Ford EcoSport Trend,Ford,2016,1350000,35000,Diesel
3390,Hyundai i20 Asta,Hyundai,2009,1350000,40000,Petrol
3391,Maruti Suzuki Swift,Maruti,2013,1350000,65000,Petrol
3392,Tata Indica V2,Tata,2006,1299000,0,Petrol
3393,Hindustan Motors Ambassador,Hindustan,2000,1299000,1625,Diesel
3394,Toyota Corolla Altis,Toyota,2010,1299000,40000,Petrol
3395,Toyota Corolla Altis,Toyota,2012,1299000,45000,Petrol
3396,Toyota Innova 2.5,Toyota,2012,1299000,49000,Diesel
3397,Volkswagen Jetta Highline,Volkswagen,2014,1299000,90000,Diesel
3398,Volkswagen Polo Comfortline,Volkswagen,2015,1299000,97200,Petrol
3399,Volkswagen Polo,Volkswagen,2014,1299000,132000,Petrol
3400,Mahindra Scorpio,Mahindra,2015,1225000,2450,Diesel
3401,Renault Duster,Renault,2014,1225000,22000,Diesel
3402,Honda Amaze,Honda,2015,1225000,22000,Petrol
3403,Nissan Sunny,Nissan,2012,1225000,76000,Petrol
3404,Hyundai Elite i20,Hyundai,2018,1200000,0,Petrol
3405,Renault Kwid,Renault,2016,1200000,300,Petrol
3406,Renault Duster,Renault,2013,1200000,1500,Diesel
3407,Ford EcoSport,Ford,2017,1200000,2450,Petrol
3408,Renault Duster,Renault,2014,1200000,3600,Diesel
3409,Mahindra Scorpio VLX,Mahindra,2011,1200000,20000,Diesel
3410,Maruti Suzuki Alto,Maruti,2018,1200000,28000,Petrol
3411,Chevrolet Spark LT,Chevrolet,2010,1200000,30000,Petrol
3412,Datsun Redi GO,Datsun,2016,1200000,35000,Petrol
3413,Maruti Suzuki Swift,Maruti,2010,1200000,58000,Diesel
3414,Fiat Punto Emotion,Fiat,2012,1200000,65000,Diesel
3415,Maruti Suzuki Swift,Maruti,2010,1200000,75000,Diesel
3416,Toyota Etios GD,Toyota,2013,1150000,20000,Petrol
3417,Hyundai i20 Sportz,Hyundai,2014,1150000,48000,Diesel
3418,Hyundai i10 Sportz,Hyundai,2010,1150000,72000,Petrol
3419,Chevrolet Beat LT,Chevrolet,2011,1150000,74000,Diesel
3420,Chevrolet Beat LS,Chevrolet,2011,1130000,7000,Diesel
3421,Chevrolet Beat LT,Chevrolet,2012,1130000,60000,Diesel
3422,Mahindra Scorpio VLX,Mahindra,2014,1130000,72000,Diesel
3423,Tata Indigo CS,Tata,2011,1130000,87000,Diesel
3424,Toyota Corolla Altis,Toyota,2015,1075000,35000,Petrol
3425,Honda City 1.5,Honda,2014,1075000,55000,Petrol
3426,Maruti Suzuki Swift,Maruti,2011,1075000,75000,Diesel
3427,Hyundai Eon Era,Hyundai,2013,1075000,80000,Petrol
3428,Mahindra Scorpio S10,Mahindra,2015,1074999,9000,Diesel
3429,Mahindra XUV500,Mahindra,2014,1074999,50000,Diesel
3430,Honda Brio,Honda,2012,1074999,50000,Petrol
3431,Ford Fiesta,Ford,2011,1074999,52000,Diesel
3432,Honda Amaze,Honda,2013,1065000,13900,Diesel
3433,Honda City,Honda,2015,1065000,40000,Diesel
